frame	label	cpu_addr	value	active_expected_match	record_snapshot
646	opening_ptr_182_korean_16x16_capacity_tier1	$B1A6	81	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
648	opening_ptr_182_korean_16x16_capacity_tier1	$B1A7	82	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
650	opening_ptr_182_korean_16x16_capacity_tier1	$B1A8	83	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
652	opening_ptr_182_korean_16x16_capacity_tier1	$B1A9	84	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
654	opening_ptr_182_korean_16x16_capacity_tier1	$B1AA	85	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
656	opening_ptr_182_korean_16x16_capacity_tier1	$B1AB	86	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
658	opening_ptr_182_korean_16x16_capacity_tier1	$B1AC	87	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
660	opening_ptr_182_korean_16x16_capacity_tier1	$B1AD	88	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
662	opening_ptr_182_korean_16x16_capacity_tier1	$B1AE	BB	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
664	opening_ptr_182_korean_16x16_capacity_tier1	$B1AF	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
666	opening_ptr_182_korean_16x16_capacity_tier1	$B1B0	89	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
668	opening_ptr_182_korean_16x16_capacity_tier1	$B1B1	8A	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
670	opening_ptr_182_korean_16x16_capacity_tier1	$B1B2	8B	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
672	opening_ptr_182_korean_16x16_capacity_tier1	$B1B3	8C	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
674	opening_ptr_182_korean_16x16_capacity_tier1	$B1B4	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
676	opening_ptr_182_korean_16x16_capacity_tier1	$B1B5	8D	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
678	opening_ptr_182_korean_16x16_capacity_tier1	$B1B6	8E	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
680	opening_ptr_182_korean_16x16_capacity_tier1	$B1B7	8F	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
682	opening_ptr_182_korean_16x16_capacity_tier1	$B1B8	90	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
