frame	label	cpu_addr	value	active_expected_match	record_snapshot
646	opening_ptr_182_184_korean_p182	$B1A6	81	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
648	opening_ptr_182_184_korean_p182	$B1A7	82	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
650	opening_ptr_182_184_korean_p182	$B1A8	83	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
652	opening_ptr_182_184_korean_p182	$B1A9	84	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
654	opening_ptr_182_184_korean_p182	$B1AA	85	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
656	opening_ptr_182_184_korean_p182	$B1AB	86	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
658	opening_ptr_182_184_korean_p182	$B1AC	BB	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
660	opening_ptr_182_184_korean_p182	$B1AD	00	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
662	opening_ptr_182_184_korean_p182	$B1AE	87	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
664	opening_ptr_182_184_korean_p182	$B1AF	88	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
