frame	label	cpu_addr	value	active_expected_match	record_snapshot
646	opening_ptr_182_korean_16x16_pair_proof	$B1A6	81	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
648	opening_ptr_182_korean_16x16_pair_proof	$B1A7	8C	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
650	opening_ptr_182_korean_16x16_pair_proof	$B1A8	82	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
652	opening_ptr_182_korean_16x16_pair_proof	$B1A9	8D	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
654	opening_ptr_182_korean_16x16_pair_proof	$B1AA	83	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
656	opening_ptr_182_korean_16x16_pair_proof	$B1AB	8E	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
658	opening_ptr_182_korean_16x16_pair_proof	$B1AC	84	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
660	opening_ptr_182_korean_16x16_pair_proof	$B1AD	8F	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
662	opening_ptr_182_korean_16x16_pair_proof	$B1AE	BB	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
664	opening_ptr_182_korean_16x16_pair_proof	$B1AF	00	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
666	opening_ptr_182_korean_16x16_pair_proof	$B1B0	85	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
668	opening_ptr_182_korean_16x16_pair_proof	$B1B1	90	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
670	opening_ptr_182_korean_16x16_pair_proof	$B1B2	86	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
672	opening_ptr_182_korean_16x16_pair_proof	$B1B3	91	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
674	opening_ptr_182_korean_16x16_pair_proof	$B1B4	CA	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
676	opening_ptr_182_korean_16x16_pair_proof	$B1B5	F8	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
676	opening_ptr_182_korean_16x16_pair_proof	$B1B6	87	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
678	opening_ptr_182_korean_16x16_pair_proof	$B1B7	92	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
680	opening_ptr_182_korean_16x16_pair_proof	$B1B8	88	true	81 8C 82 8D 83 8E 84 8F BB 00 85 90 86 91 CA F8 87 92 88 93 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
