frame	label	cpu_addr	value	active_expected_match	record_snapshot
646	opening_ptr_182_183_korean_p182	$B1A6	81	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
648	opening_ptr_182_183_korean_p182	$B1A7	82	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
650	opening_ptr_182_183_korean_p182	$B1A8	83	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
652	opening_ptr_182_183_korean_p182	$B1A9	84	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
654	opening_ptr_182_183_korean_p182	$B1AA	85	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
656	opening_ptr_182_183_korean_p182	$B1AB	86	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
658	opening_ptr_182_183_korean_p182	$B1AC	99	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
660	opening_ptr_182_183_korean_p182	$B1AD	9A	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
662	opening_ptr_182_183_korean_p182	$B1AE	00	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
664	opening_ptr_182_183_korean_p182	$B1AF	87	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
666	opening_ptr_182_183_korean_p182	$B1B0	88	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
668	opening_ptr_182_183_korean_p182	$B1B1	89	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
670	opening_ptr_182_183_korean_p182	$B1B2	8A	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
672	opening_ptr_182_183_korean_p182	$B1B3	8B	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
674	opening_ptr_182_183_korean_p182	$B1B4	8C	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
676	opening_ptr_182_183_korean_p182	$B1B5	CA	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
678	opening_ptr_182_183_korean_p182	$B1B6	F8	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
678	opening_ptr_182_183_korean_p182	$B1B7	8D	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
680	opening_ptr_182_183_korean_p182	$B1B8	8E	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
682	opening_ptr_182_183_korean_p182	$B1B9	8F	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
684	opening_ptr_182_183_korean_p182	$B1BA	90	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
686	opening_ptr_182_183_korean_p182	$B1BB	91	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
688	opening_ptr_182_183_korean_p182	$B1BC	92	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
